"Country_code","Country_name","Series code","Series_name","SCALE","Decimals","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","Income_group"
"BOL","Bolivia","SP.URB.GROW","Urban population growth (annual %)",0,1,4.13,3.66,3.67,3.65,3.6,3.54,3.01,2.96,2.91,2.87,2.83,2.79,2.75,2.7,2.63,2.56,2.45,2.38,2.33,2.3,2.28,NA,"Lower middle income"
"BOL","Bolivia","EN.ATM.CO2E.PC","CO2 emissions per capita (metric tons)",0,1,0.83,0.85,0.95,1.13,1.22,1.26,1.14,1.26,1.3,1.2,1.15,1.04,0.97,1.31,1.18,1.13,1.12,1.38,1.33,NA,NA,NA,"Lower middle income"
"BOL","Bolivia","SE.ENR.PRSC.FM.ZS","Ratio of girls to boys in primary & secondary school (%)",0,0,NA,NA,NA,NA,NA,NA,NA,NA,96.02,96.4,97.51,97.8,97.95,98.4,NA,NA,98.29,98.66,98.78,NA,NA,NA,"Lower middle income"
"BOL","Bolivia","NY.GDP.MKTP.CD","GDP ($)",0,0,4867582765.48,5343259488.69,5643864513.5,5734703516.15,5981218963.4,6715164449.93,7396952017.82,7925733799.38,8497499275.78,8285061590.6,8397858205.83,8141513227.14,7905485150.07,8082396474.24,8773451753.44,9549196301.7,11451297465.95,13120517443.16,16675015771.13,17339992191.23,19786162177.57,NA,"Lower middle income"
"BOL","Bolivia","SP.URB.TOTL","Urban population",0,0,3702104.87,3840276.84,3983644.76,4131592.48,4283200.47,4437729.45,4573408.05,4710695.4,4849700.59,4990713.39,5133879.26,5279294.37,5426643.19,5575182.12,5723914.71,5872152.51,6017686.36,6162629.25,6307790,6454380.44,6603349.58,NA,"Lower middle income"
"BOL","Bolivia","SP.POP.GROW","Population growth (annual %)",0,1,2.28,2.31,2.33,2.32,2.3,2.26,2.21,2.16,2.12,2.08,2.05,2.02,1.99,1.94,1.88,1.81,1.73,1.67,1.62,1.6,1.59,NA,"Lower middle income"
"BOL","Bolivia","SH.DYN.MORT","Under-five mortality rate (per 1,000)",0,0,120.8,116.7,112.9,109.2,105.3,101.1,97,93.1,89.2,85.6,82.2,78.8,75.8,72.6,69.8,66.7,63.9,61.5,59,56.7,54.2,NA,"Lower middle income"
"BOL","Bolivia","EG.USE.COMM.GD.PP.KD","Energy use per units of GDP (kg oil eq./$1,000 of 2005 PPP $)",0,1,127.54,124.9,130.15,131.32,138.36,148.6,157.96,164.97,163.82,154.88,127.67,97.68,115.56,118.78,110.95,151.39,178.69,143.14,148.97,150.24,NA,NA,"Lower middle income"
"BOL","Bolivia","EN.URB.MCTY.TL.ZS","Population in urban agglomerations >1million (%)",0,0,25.2,25.66,26.14,26.77,27.42,28.11,28.33,28.57,28.83,29.11,29.41,29.73,30.05,30.38,30.75,31.15,31.59,32.05,32.53,33.01,33.46,NA,"Lower middle income"
"BOL","Bolivia","EN.ATM.CO2E.KT","CO2 emissions, total (KtCO2)",0,1,5504.17,5779.19,6648.27,8038.06,8907.14,9424.19,8734.79,9842.23,10326.27,9768.89,9519.53,8830.14,8346.09,11521.71,10626.97,10293.27,10465.62,13054.52,12834.5,NA,NA,NA,"Lower middle income"
"BOL","Bolivia","EN.ATM.CO2E.PP.GD.KD","CO2 emissions per units of GDP (kg/$1,000 of 2005 PPP $)",0,1,268.9,268.21,303.55,351.98,372.64,376.65,334.51,359.13,358.75,337.94,321.26,293.06,270.28,363.27,321.63,298.34,289.45,345.29,319.81,NA,NA,NA,"Lower middle income"
"BOL","Bolivia","NY.GNP.PCAP.CD","GNI per capita (Atlas $)",0,0,740,760,790,810,830,870,920,970,1000,990,1000,960,930,920,960,1030,1120,1240,1490,1640,1810,NA,"Lower middle income"
"BRA","Brazil","ER.LND.PTLD.ZS","Nationally terrestrial protected areas (% of total land area)",0,1,10.75,10.99,11.35,11.44,12.49,12.9,13.65,14.68,15.99,16.82,18.71,19.6,22.24,22.94,24.69,26.76,28.03,28.03,28.03,28.03,NA,NA,"Upper middle income"
"BRA","Brazil","AG.YLD.CREL.KG","Cereal yield (kg per hectare)",0,0,1755,1850.6,2142.4,2354.5,2284.3,2513.1,2573.1,2522,2581.2,2720.9,2661.3,3149.6,2846,3385.2,3131.4,2882.5,3210.5,3553.1,3830.8,3533,NA,NA,"Upper middle income"
"BRA","Brazil","SE.PRM.CMPT.ZS","Primary completion rate, total (% of relevant age group)",0,0,NA,NA,92.57,92.05,89.71,NA,NA,NA,NA,NA,107.75,110.49,110.9,108.55,104.86,105.84,NA,NA,NA,NA,NA,NA,"Upper middle income"
"BRA","Brazil","EG.USE.PCAP.KG.OE","Energy use per capita (kilograms of oil equivalent)",0,0,937.16,939.26,934.01,942.66,977.33,995.48,1032.49,1068.57,1077.93,1086.14,1084.48,1075.76,1092.31,1096.13,1140.61,1158.39,1186.27,1240.22,1297.91,1242.77,NA,NA,"Upper middle income"
"BRA","Brazil","SH.DYN.MORT","Under-five mortality rate (per 1,000)",0,0,59.3,57.1,54.7,52.7,50.3,48.1,45.5,42.7,40.2,37.8,35.7,33.6,31.6,29.7,28,26.3,24.8,23.4,22,20.6,19.4,NA,"Upper middle income"
"BRA","Brazil","EN.URB.MCTY.TL.ZS","Population in urban agglomerations >1million (%)",0,0,34.79,35.14,35.35,35.54,35.75,35.96,36.17,36.39,36.62,36.86,37.13,37.38,37.66,37.96,38.29,38.65,39.06,39.51,39.97,40.41,40.8,NA,"Upper middle income"
"BRA","Brazil","EN.ATM.CO2E.KT","CO2 emissions, total (KtCO2)",0,1,208886.99,219330.6,220705.73,230738.64,242154.01,275564.05,301244.05,321199.86,314012.54,322068.94,330125.34,339894.23,335185.8,324753.19,341166.68,349967.48,352541.71,368368.48,393219.74,NA,NA,NA,"Upper middle income"
"BRA","Brazil","EN.ATM.CO2E.PC","CO2 emissions per capita (metric tons)",0,1,1.4,1.44,1.43,1.47,1.52,1.7,1.83,1.92,1.85,1.87,1.89,1.92,1.87,1.79,1.86,1.88,1.88,1.94,2.05,NA,NA,NA,"Upper middle income"
"BRA","Brazil","EG.USE.COMM.GD.PP.KD","Energy use per units of GDP (kg oil eq./$1,000 of 2005 PPP $)",0,1,130.62,131.11,133.09,130.33,130.25,129.01,133.01,135.21,138.42,141.2,137.12,136.14,136.49,137.19,136.71,136.13,135.52,134.86,135.44,131.68,NA,NA,"Upper middle income"
"BRA","Brazil","BX.KLT.DINV.WD.GD.ZS","Foreign direct investment, net inflows (% of GDP)",0,1,0.21,0.27,0.53,0.29,0.56,0.63,1.33,2.26,3.78,4.87,5.08,4.06,3.29,1.84,2.74,1.71,1.72,2.53,2.73,1.63,2.32,NA,"Upper middle income"
"BRA","Brazil","SE.ENR.PRSC.FM.ZS","Ratio of girls to boys in primary & secondary school (%)",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,102.94,102.86,103.05,103.08,103.27,101.94,102.9,NA,NA,102.53,NA,NA,NA,"Upper middle income"
"BRA","Brazil","EN.ATM.CO2E.PP.GD.KD","CO2 emissions per units of GDP (kg/$1,000 of 2005 PPP $)",0,1,194.55,201.23,203.44,203.21,202.46,220.65,236.14,243.56,238.02,243.52,239.3,243.19,233.61,223.77,222.38,221.13,214.28,211.04,214.22,NA,NA,NA,"Upper middle income"
"BRA","Brazil","SP.URB.GROW","Urban population growth (annual %)",0,1,2.67,2.45,2.38,2.33,2.31,2.3,2.4,2.39,2.37,2.33,2.28,2.13,2.09,2.02,1.95,1.86,1.6,1.52,1.45,1.42,1.41,NA,"Upper middle income"
"BRA","Brazil","SP.POP.GROW","Population growth (annual %)",0,1,1.73,1.65,1.59,1.54,1.53,1.53,1.53,1.53,1.51,1.48,1.44,1.4,1.35,1.3,1.23,1.14,1.05,0.97,0.92,0.89,0.88,NA,"Upper middle income"
"BRA","Brazil","SP.POP.TOTL","Population",0,0,149650206,152146887,154582103,156985824,159398558,161848162,164342524,166869168,169409713,171936271,174425387,176877135,179289227,181633074,183873377,185986964,187958211,189798070,191543237,193246610,194946470,NA,"Upper middle income"
"BRA","Brazil","SP.URB.TOTL","Urban population",0,0,111938354.09,114718752.8,117482398.28,120251141.18,123055686.78,125917870.04,128976012.84,132093633.39,135256714.86,138443085.41,141633414.24,144685496.43,147734323.05,150755451.42,153718143.17,156601023.69,159125421.43,161556117.18,163922702.22,166269383.24,168628696.55,NA,"Upper middle income"
"BRA","Brazil","NY.GDP.MKTP.CD","GDP ($)",0,0,461951782000,407337832905.41,390566551483.76,438299504406.26,546233380259.66,768951180305.3,839683246760.43,871199987487.7,843826501464.43,586863191444.69,644701831101.39,553582178386.19,504221228974.03,552469288267.79,663760000000,882185291700.9,1088917279411.76,1365982651542.37,1652632229227.61,1594489675023.99,2087889553821.68,NA,"Upper middle income"
"BRA","Brazil","NY.GNP.PCAP.CD","GNI per capita (Atlas $)",0,0,2700,2870,2780,2740,3050,3730,4460,5050,4870,4130,3860,3290,3050,2950,3310,3960,4800,6110,7480,8090,9390,NA,"Upper middle income"
"BRB","Barbados","AG.YLD.CREL.KG","Cereal yield (kg per hectare)",0,0,2674.4,2625,2571.4,2666.6,2600,2750,2666.6,2600,2600,2600,2608.6,2604.1,2626.5,2630,2659.5,2736.8,2700,2666.6,2484.2,2639.5,NA,NA,"High income: nonOECD"
"BRB","Barbados","EN.URB.MCTY.TL.ZS","Population in urban agglomerations >1million (%)",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High income: nonOECD"
"BRB","Barbados","SE.ENR.PRSC.FM.ZS","Ratio of girls to boys in primary & secondary school (%)",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High income: nonOECD"
"BRB","Barbados","SE.PRM.CMPT.ZS","Primary completion rate, total (% of relevant age group)",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High income: nonOECD"
"BRB","Barbados","SH.DYN.MORT","Under-five mortality rate (per 1,000)",0,0,17.9,17.3,16.8,16.8,16.6,16.5,16.5,16.7,16.8,17,17.1,17.2,17.6,17.6,17.9,18.1,18.4,18.7,18.9,19.2,19.6,NA,"High income: nonOECD"
"BRB","Barbados","SP.POP.TOTL","Population",0,0,259501,260351,261136,261885,262637,263416,264237,265088,265941,266758,267511,268192,268813,269389,269947,270503,271062,271618,272180,272750,273331,NA,"High income: nonOECD"
"BRB","Barbados","EG.USE.PCAP.KG.OE","Energy use per capita (kilograms of oil equivalent)",0,0,1240.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1389.16,1441.76,1468.3,1476.34,NA,NA,NA,NA,"High income: nonOECD"
"BRB","Barbados","ER.LND.PTLD.ZS","Nationally terrestrial protected areas (% of total land area)",0,1,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,NA,NA,"High income: nonOECD"
"BRB","Barbados","EG.USE.COMM.GD.PP.KD","Energy use per units of GDP (kg oil eq./$1,000 of 2005 PPP $)",0,1,77.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.62,80.25,79.19,79.41,NA,NA,NA,NA,"High income: nonOECD"
"BRB","Barbados","SP.POP.GROW","Population growth (annual %)",0,1,0.35,0.33,0.3,0.29,0.29,0.3,0.31,0.32,0.32,0.31,0.28,0.25,0.23,0.21,0.21,0.21,0.21,0.2,0.21,0.21,0.21,NA,"High income: nonOECD"
"BRB","Barbados","EN.ATM.CO2E.PC","CO2 emissions per capita (metric tons)",0,1,4.14,4.63,3.75,4.26,2.85,3.15,3.22,3.4,4.29,4.54,4.44,4.55,4.57,4.71,4.8,5,5.06,4.97,4.97,NA,NA,NA,"High income: nonOECD"
"BRB","Barbados","SP.URB.TOTL","Urban population",0,0,84856.83,86072.04,87271.65,88464.75,89664.27,90878.52,92113.02,93363.99,94621.81,95872.83,97106.49,98480.1,99837.15,101182.51,102525.87,103873.15,105388.91,106908.84,108436.51,109972.8,111519.05,NA,"High income: nonOECD"
"BRB","Barbados","SP.URB.GROW","Urban population growth (annual %)",0,1,-1.65,1.42,1.38,1.36,1.35,1.35,1.35,1.35,1.34,1.31,1.28,1.4,1.37,1.34,1.32,1.31,1.45,1.43,1.42,1.41,1.4,NA,"High income: nonOECD"
"BRB","Barbados","NY.GDP.MKTP.CD","GDP ($)",0,0,1710435930.61,1687167462.47,1588499968,1641226964.28,1726942730.47,1859145793.42,1982896516.45,2192363132.96,2364540276.61,2468403492.92,2558850048,2554187133.61,2476105823.73,2694879717.51,2824000000,3005000000,3190900000,3409200000,3670215312.5,3595210912.5,3203000000,NA,"High income: nonOECD"
"BRB","Barbados","EN.ATM.CO2E.PP.GD.KD","CO2 emissions per units of GDP (kg/$1,000 of 2005 PPP $)",0,1,257.22,297.49,254.08,286.46,184.88,201.81,203.44,202.75,246.19,254.63,244.35,264.51,275.88,279.33,274.85,278.45,272.89,267.23,267.48,NA,NA,NA,"High income: nonOECD"
"BRB","Barbados","BX.KLT.DINV.WD.GD.ZS","Foreign direct investment, net inflows (% of GDP)",0,1,0.65,0.44,0.91,0.57,0.75,0.63,0.67,0.68,0.67,0.7,0.76,0.73,0.7,2.16,-0.43,2.06,3.28,6.84,7.79,8.3,2.5,NA,"High income: nonOECD"
"BRB","Barbados","NY.GNP.PCAP.CD","GNI per capita (Atlas $)",0,0,6570,6350,6260,6270,6560,6860,7180,7840,8200,8620,9090,8790,8550,9350,10350,11000,10750,11060,11610,12660,NA,NA,"High income: nonOECD"
"BRB","Barbados","EN.ATM.CO2E.KT","CO2 emissions, total (KtCO2)",0,1,1074.43,1206.44,979.09,1114.77,748.07,828.74,850.74,902.08,1140.44,1210.11,1188.11,1221.11,1228.44,1268.78,1294.45,1353.12,1371.46,1349.46,1353.12,NA,NA,NA,"High income: nonOECD"
"BRN","Brunei Darussalam","EN.URB.MCTY.TL.ZS","Population in urban agglomerations >1million (%)",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High income: nonOECD"
"BRN","Brunei Darussalam","SE.ENR.PRSC.FM.ZS","Ratio of girls to boys in primary & secondary school (%)",0,0,NA,100.14,101.73,102,100.9,NA,NA,NA,102.11,101.95,101.72,102.12,102.23,102.96,102.16,101.84,101.54,101.25,101.12,101.17,NA,NA,"High income: nonOECD"
"BRN","Brunei Darussalam","EG.USE.PCAP.KG.OE","Energy use per capita (kilograms of oil equivalent)",0,0,6990.24,7706.79,8049.95,7552.27,6885.28,7984.06,7805.01,7855.3,7635.3,7600.39,7502.66,6818.52,6512.57,7394.16,7292.04,6992.88,8785.17,8795.38,9433.51,7971.32,NA,NA,"High income: nonOECD"
"BRN","Brunei Darussalam","ER.LND.PTLD.ZS","Nationally terrestrial protected areas (% of total land area)",0,1,35.57,42.85,42.85,42.85,42.85,42.85,42.85,42.86,42.86,42.86,42.86,42.86,42.86,42.86,42.86,42.86,42.86,42.86,42.86,42.86,NA,NA,"High income: nonOECD"
"BRN","Brunei Darussalam","SP.POP.GROW","Population growth (annual %)",0,1,2.82,2.83,2.83,2.8,2.74,2.66,2.58,2.5,2.43,2.35,2.28,2.21,2.14,2.08,2.04,2,1.96,1.92,1.88,1.84,1.79,NA,"High income: nonOECD"
"BRN","Brunei Darussalam","SP.POP.TOTL","Population",0,0,252125,259357,266794,274371,282000,289614,297188,304726,312216,319654,327036,334348,341585,348771,355943,363123,370317,377513,384695,391837,398920,NA,"High income: nonOECD"
"BRN","Brunei Darussalam","SH.DYN.MORT","Under-five mortality rate (per 1,000)",0,0,12.2,11.8,11.4,11,10.7,10.4,10.2,9.9,9.7,9.5,9.3,9.1,8.8,8.6,8.4,8.2,8,7.9,7.7,7.5,7.3,NA,"High income: nonOECD"
"BRN","Brunei Darussalam","NY.GNP.PCAP.CD","GNI per capita (Atlas $)",0,0,12790,13940,15560,15430,15490,16090,16620,16600,14740,14330,14960,16350,17400,18040,20190,23210,27570,30720,33680,31800,NA,NA,"High income: nonOECD"
"BRN","Brunei Darussalam","AG.YLD.CREL.KG","Cereal yield (kg per hectare)",0,0,1550,1600,1233.3,2257.1,1670.2,1638.7,1651.8,1670.4,1657.9,526.3,650,729.1,729.4,792.7,819,872.8,1223.4,1115.8,1221.2,1290.9,NA,NA,"High income: nonOECD"
"BRN","Brunei Darussalam","EN.ATM.CO2E.PP.GD.KD","CO2 emissions per units of GDP (kg/$1,000 of 2005 PPP $)",0,1,505.37,443.79,423.09,405.83,380.81,371.65,366.53,386.39,400.08,298.31,411.71,380.45,314.47,307.7,306.37,291.83,262.94,520.48,588.17,NA,NA,NA,"High income: nonOECD"
"BRN","Brunei Darussalam","SP.URB.TOTL","Urban population",0,0,165898.25,172109.31,178538.54,185145.55,191872.8,198675.2,205356.91,212089.3,218863.42,225675.72,232522.6,239326.3,246146.15,252998.48,259909.58,266895.41,273812.39,280794.17,287828.8,294896.53,301982.44,NA,"High income: nonOECD"
"BRN","Brunei Darussalam","EN.ATM.CO2E.PC","CO2 emissions per capita (metric tons)",0,1,25.47,22.42,21.77,20.37,19.18,19.04,18.83,19.07,19.17,14.39,19.96,18.54,15.58,15.36,15.06,14.12,13.02,25.32,27.54,NA,NA,NA,"High income: nonOECD"
"BRN","Brunei Darussalam","EN.ATM.CO2E.KT","CO2 emissions, total (KtCO2)",0,1,6420.92,5815.86,5808.53,5588.51,5408.82,5515.17,5595.84,5812.2,5984.54,4598.42,6527.26,6197.23,5320.82,5357.49,5361.15,5126.47,4822.1,9559.87,10593.96,NA,NA,NA,"High income: nonOECD"
"BRN","Brunei Darussalam","SE.PRM.CMPT.ZS","Primary completion rate, total (% of relevant age group)",0,0,NA,99.98,102.33,101.13,103.83,101.71,NA,113.28,121.08,123.79,121.66,126.32,120.22,121.57,111.91,106.8,106.54,106.7,105.71,103.65,NA,NA,"High income: nonOECD"
"BRN","Brunei Darussalam","NY.GDP.MKTP.CD","GDP ($)",0,0,3520551724.14,3701667052.56,4183548189.07,4105706151.75,4087337959.93,4734020036.69,5115602836.88,5197332974.14,4051147227.53,4600000000,6001153317.87,5601090584.36,5843329101.98,6557333067.39,7872333197.25,9531402829.85,11470703002.08,12247627894.63,14393099068.59,10732435033.69,NA,NA,"High income: nonOECD"
"BRN","Brunei Darussalam","BX.KLT.DINV.WD.GD.ZS","Foreign direct investment, net inflows (% of GDP)",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.08,3.93,1.89,1.44,1.84,0.77,2.1,1.54,3.03,NA,NA,"High income: nonOECD"
"BRN","Brunei Darussalam","SP.URB.GROW","Urban population growth (annual %)",0,1,3.89,3.68,3.67,3.63,3.57,3.48,3.31,3.23,3.14,3.07,2.99,2.88,2.81,2.75,2.7,2.65,2.56,2.52,2.47,2.43,2.37,NA,"High income: nonOECD"
"BRN","Brunei Darussalam","EG.USE.COMM.GD.PP.KD","Energy use per units of GDP (kg oil eq./$1,000 of 2005 PPP $)",0,1,138.71,152.52,156.44,150.48,136.7,155.82,151.93,159.13,159.37,157.61,154.76,139.96,131.48,148.12,148.33,144.55,177.39,180.77,201.48,176.53,NA,NA,"High income: nonOECD"
"BTN","Bhutan","SH.DYN.MORT","Under-five mortality rate (per 1,000)",0,0,138.5,132.6,127,121.8,116.4,111.4,106.6,101.8,97.4,93.3,89,85.2,81.4,77.6,74.4,70.8,67.5,64.5,61.7,58.9,56.1,NA,"Lower middle income"
"BTN","Bhutan","SE.ENR.PRSC.FM.ZS","Ratio of girls to boys in primary & secondary school (%)",0,0,NA,NA,NA,NA,NA,NA,NA,NA,82.83,84.51,86.05,88.14,89.58,NA,NA,93.89,95.24,NA,97.78,100.45,NA,NA,"Lower middle income"
"BTN","Bhutan","NY.GDP.MKTP.CD","GDP ($)",0,0,281287042.96,243562708.41,238315817.75,227267326.64,253233784.05,286478236.5,300967232.39,342864384.23,355712835.24,396694740.65,427808817.31,455709385.9,507270767.64,610970025.74,702744043.34,818869145.81,897731525.05,1196077342.23,1257625054.72,1264816920.36,1516078205.36,NA,"Lower middle income"
"BTN","Bhutan","EN.URB.MCTY.TL.ZS","Population in urban agglomerations >1million (%)",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lower middle income"
"BTN","Bhutan","EN.ATM.CO2E.PP.GD.KD","CO2 emissions per units of GDP (kg/$1,000 of 2005 PPP $)",0,1,136.86,190.11,215.44,180.47,198.28,219.23,251.98,311.09,286.5,268.09,258.84,250.82,285.31,238.37,219.14,297.26,172.01,200.4,242.36,NA,NA,NA,"Lower middle income"
"BTN","Bhutan","SP.URB.TOTL","Urban population",0,0,91594,95699.63,98562.62,100692.6,103008.47,106309.72,111809.63,118638.66,126694.84,135623.06,145100.55,155950.86,167505.03,179586.36,191949.12,204380.83,216977.41,229435.19,241829.96,254350.21,267145.92,NA,"Lower middle income"
"BTN","Bhutan","EG.USE.PCAP.KG.OE","Energy use per capita (kilograms of oil equivalent)",0,0,100.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,280.2,309.42,312.74,354.35,NA,NA,NA,NA,"Lower middle income"
"BTN","Bhutan","ER.LND.PTLD.ZS","Nationally terrestrial protected areas (% of total land area)",0,1,14.25,14.25,14.25,18.11,18.11,26.38,26.38,26.38,28.35,28.35,28.35,28.35,28.35,28.35,28.35,28.35,28.35,28.35,28.35,28.35,NA,NA,"Lower middle income"
"BTN","Bhutan","AG.YLD.CREL.KG","Cereal yield (kg per hectare)",0,0,1287.8,1260.9,1317.8,1381.1,1317.9,1437.5,1523.2,1574.6,1590.2,1550.2,1451.2,1454,1561.1,1807.8,2995.2,2337.2,2201.6,2000.6,2742.2,2159,NA,NA,"Lower middle income"
"BTN","Bhutan","SE.PRM.CMPT.ZS","Primary completion rate, total (% of relevant age group)",0,0,NA,NA,NA,24.32,29.03,NA,NA,NA,47.31,50.82,51.61,51.77,NA,NA,NA,64.91,73.3,NA,84.49,88.47,NA,NA,"Lower middle income"
"BTN","Bhutan","EG.USE.COMM.GD.PP.KD","Energy use per units of GDP (kg oil eq./$1,000 of 2005 PPP $)",0,1,59.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84.04,88.91,86.07,84.4,NA,NA,NA,NA,"Lower middle income"
"BTN","Bhutan","SP.URB.GROW","Urban population growth (annual %)",0,1,5.32,4.38,2.95,2.14,2.27,3.15,5.04,5.93,6.57,6.81,6.75,7.21,7.15,6.96,6.66,6.28,5.98,5.58,5.26,5.05,4.91,NA,"Lower middle income"
"BTN","Bhutan","NY.GNP.PCAP.CD","GNI per capita (Atlas $)",0,0,580,530,500,490,530,550,620,680,640,650,720,770,810,890,1060,1220,1330,1630,1740,1840,1880,NA,"Lower middle income"
"BTN","Bhutan","EN.ATM.CO2E.PC","CO2 emissions per capita (metric tons)",0,1,0.23,0.34,0.4,0.35,0.41,0.48,0.58,0.75,0.71,0.69,0.7,0.7,0.85,0.75,0.73,1.03,0.63,0.84,1.05,NA,NA,NA,"Lower middle income"
"BTN","Bhutan","EN.ATM.CO2E.KT","CO2 emissions, total (KtCO2)",0,1,128.34,187.02,216.35,187.02,212.69,249.36,304.36,396.04,385.04,385.04,399.7,414.37,513.38,465.71,469.38,682.06,421.7,579.39,733.4,NA,NA,NA,"Lower middle income"
"BTN","Bhutan","SP.POP.GROW","Population growth (annual %)",0,1,0.96,-0.49,-1.7,-2.31,-1.98,-0.93,0.37,1.47,2.3,2.71,2.82,2.9,3.01,2.99,2.84,2.6,2.31,2.04,1.84,1.74,1.71,NA,"Lower middle income"
"BTN","Bhutan","SP.POP.TOTL","Population",0,0,558500,555747,546356,533895,523417,518584,520529,528222,540507,555377,571262,588050,606024,624431,642400,659293,674681,688581,701363,713665,725940,NA,"Lower middle income"
"BTN","Bhutan","BX.KLT.DINV.WD.GD.ZS","Foreign direct investment, net inflows (% of GDP)",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.41,0.49,1.1,0.68,6.17,2.28,1.4,0.77,NA,"Lower middle income"
"BWA","Botswana","EN.ATM.CO2E.PP.GD.KD","CO2 emissions per units of GDP (kg/$1,000 of 2005 PPP $)",0,1,226.78,208.2,310.35,324.16,312.81,300.87,253.9,235.84,254.44,224.1,255.2,249.96,237.34,212.37,205.56,209.02,195.91,194.47,197.27,NA,NA,NA,"Upper middle income"
"BWA","Botswana","SP.URB.TOTL","Urban population",0,0,579213.45,616690.52,655407,695186.68,735783.78,776962.13,809254.07,841560.66,873566.42,904874.52,935216.1,963959.35,991563.69,1018648.69,1046146.85,1074760.63,1103665.44,1133779.03,1164682.95,1195682.96,1226243.4,NA,"Upper middle income"
"BWA","Botswana","EG.USE.COMM.GD.PP.KD","Energy use per units of GDP (kg oil eq./$1,000 of 2005 PPP $)",0,1,131.31,124.29,139.12,136.94,130.24,127.67,117.44,111.85,114.61,112.6,109.6,107.7,101.42,94.96,87.19,89.06,86.21,85.83,88.46,87.81,NA,NA,"Upper middle income"
"BWA","Botswana","ER.LND.PTLD.ZS","Nationally terrestrial protected areas (% of total land area)",0,1,30.32,30.32,30.93,30.93,30.93,30.93,30.93,30.93,30.93,30.93,30.93,30.93,30.93,30.93,30.93,30.93,30.93,30.93,30.93,30.93,NA,NA,"Upper middle income"
"BWA","Botswana","AG.YLD.CREL.KG","Cereal yield (kg per hectare)",0,0,265.5,382.4,288.6,422.6,226.6,469.8,335.2,301.9,246.7,226.2,130.6,234,358.8,1213.4,576.5,536.2,568.4,603.4,538.2,569.4,NA,NA,"Upper middle income"
"BWA","Botswana","NY.GNP.PCAP.CD","GNI per capita (Atlas $)",0,0,2540,2860,3040,3090,2760,3000,2930,3150,3300,3140,3120,3320,3060,3610,4320,5070,5600,5950,6450,6300,6790,NA,"Upper middle income"
"BWA","Botswana","BX.KLT.DINV.WD.GD.ZS","Foreign direct investment, net inflows (% of GDP)",0,1,2.53,-0.21,-0.04,-6.9,-0.33,1.48,1.48,1.93,1.84,0.63,1.02,-1.16,12.01,9.53,7.44,4.8,6.67,5.23,6.64,2.19,3.56,NA,"Upper middle income"
"BWA","Botswana","EN.URB.MCTY.TL.ZS","Population in urban agglomerations >1million (%)",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Upper middle income"
"BWA","Botswana","NY.GDP.MKTP.CD","GDP ($)",0,0,3791585992.34,3942012713.53,4145924376.74,4160296985.27,4339516121.66,4773730291.81,4800126339.31,5179680522,5190543764.48,5866964491.1,5632391130.01,6033896672.57,6091305296.51,8086707335.42,10048660849.75,10255448712.79,11255175568.25,12376435509.55,13473345712.55,11473685551.29,14857275329.7,NA,"Upper middle income"
"BWA","Botswana","SH.DYN.MORT","Under-five mortality rate (per 1,000)",0,0,58.7,60.6,63.2,66.6,70.9,76.1,81.7,87.2,91.9,94.9,95.9,95.4,93.1,87.9,70.4,60.9,54.9,52.4,51.8,49.4,47.7,NA,"Upper middle income"
"BWA","Botswana","SP.URB.GROW","Urban population growth (annual %)",0,1,10.53,6.27,6.09,5.89,5.68,5.45,4.07,3.91,3.73,3.52,3.3,3.03,2.82,2.69,2.66,2.7,2.65,2.69,2.69,2.63,2.52,NA,"Upper middle income"
